Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update,YSF Digital Enabled,DG-ID,WIRES-X,Features,IRLP,Notes,Downlink Tone,On-air,Affiliate,Web links,AllStar,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Central Regional,Links,Commands,Bandwidth,Mixed-Mode,Northern Colorado Regional,Feed,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local/Cluster,Colorado,REACT,CO-Park County,Local Network,TAC 310,TAC 311,Colorado Chat,Southern Colorado,Eastern Colorado,Devilshead Local,Talkgroup Network,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,North America,Location Photo,Worldwide,English
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,135.87,W,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,,On-Air,Local North Parker only,,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,136.35,WNW,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,Denver,DM79pt,On-Air,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,24340,CCARC,2019-08-22,,,,E-power (batt). 2 meter and 70cm channel steerable remote bases.,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,141.3,,,k0jsc.com,29436,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,,,,Full-time to the The Fun Machine System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,136.61,WSW,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,El Paso,DM78PU,On-Air,Greater Colorado Springs Area,AD0TP,,CCARC,2020-02-10,,,,,,Please email with comments/signal reports,103.5,,Village 7 Amateur Radio Club,http://www.v7arc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,136.86,W,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,DM79OA,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,CCARC,2019-09-24,,,,,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett, Tator Butte",CO,OPEN,,,137.55,SSW,,08,3792,37.36999893,-102.85900116,146.64,146.04,100,Las Animas,,Off-Air,Wide area: West BACA and East Las Animas counties.,,,CCARC,2015-12-12,,,,,,,100,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,137.67,W,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,DM79NL,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,,CCARC,2017-03-11,,,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",146.2,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,138.13,WNW,,08,8207,39.69670105,-104.80999756,449.15,444.15,,Arapahoe,,On-Air,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,138.26,WSW,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,,Off-Air,Wide area.,Pueblo Ham Club,,CCARC,2013-05-07,,,,E-power.,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,138.58,W,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,,On-Air,Local,w0mog,,,2017-04-07,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,138.89,WNW,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,Adams,,On-Air,Local/North Metro,Intermountain Repeater Group,,,2015-05-23,,,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,139.48,WSW,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,DM78ri,On-Air,Wide area.,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,,,E-power.,,,,,,Pueblo Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,139.48,WSW,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,DM78ri,On-Air,Wide area.,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,,,E-power.,,Dual Mode Analog/DMR,,,,Pueblo Amateur Radio Club,,,yes,0,,c Record retrieved from radioid.net,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,139.54,WSW,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,El Paso,DM78OU,On-Air,,AA0L,,CCARC,2016-04-08,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,139.66,WNW,,08,92,39.72940063,-104.83100128,448.5,443.5,100,Denver,,On-Air,Greater Denver area.,Castle Rock Repeater Group,,CCARC,2017-03-11,,,,E-power.,,,,,,,,,,,,,,,,,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,139.71,WNW,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,Arapahoe,,On-Air,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,139.71,WNW,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,Arapahoe,,On-Air,,W0BG,,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,139.71,WNW,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,Arapahoe,,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,,CCARC,2019-08-23,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,139.71,WNW,,08,16032,39.72940063,-104.83200073,448.825,443.825,,Arapahoe,,On-Air,,,,,2017-12-13,yes,Open ↑ / Open ↓,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,140.16,W,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,,On-Air,Local.,K0NR,,CCARC,2016-12-10,,,,30,,,100,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,140.45,W,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,,,2019-11-27,,,,,,,,Unknown,Parker Radio Association,https://www.parkerradio.org,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,140.66,WSW,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,,On-Air,,TRA,,,2016-08-10,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,140.66,WSW,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,El Paso,,On-Air,,GGARC,,CCARC,2016-08-10,,,,E-power.,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,140.66,WSW,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,El Paso,,On-Air,,W0MOG,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,140.73,WSW,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,,On-Air,,RMHARC,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,140.73,WSW,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,El Paso,,On-Air,,AA0L,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,140.73,WSW,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,El Paso,,On-Air,,GGARC,,CCARC,2015-03-04,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,140.73,WSW,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,,,Wide area.,Pikes Peak FM Association (PPFMA),,CCARC,2012-11-12,,,,"E-power, linked.",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,140.73,WSW,,08,49,38.83390045,-104.82099915,447.025,442.025,123,El Paso,,Off-Air,,Colorado Springs ARA,,CCARC,2016-08-10,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,140.73,WSW,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,DM78OU,Off-Air,Colorado Springs,,,CCARC,2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,140.73,WSW,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,El Paso,,On-Air,,Mountain ARC (MARC),,CCARC,2019-11-07,,,,"Closed autopatch, e-power.",,,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,140.73,WSW,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,,,,W0MOG,,CCARC,2012-11-10,,,,,,,,Unknown,,,,,,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,140.73,WSW,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,,On-Air,,,,CCARC,2012-11-10,,,,6,,,,,,,,,,,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,140.73,WSW,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,El Paso,,On-Air,,WA6IFI,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,,140.94,SSE,,20,4110,37.40299988,-101.33300018,444.525,449.525,141.3,Grant,DM97IJ,On-Air,,SKECT,,Kansas Repeater Council,2019-05-07,,,,E-power.,,,141.3,,,http://skect.org/default.aspx,,,,,,,,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,142.76,W,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,DM79MD,On-Air,Wide area coverage at 8300,N0OBA Owner,10079,,2018-10-25,,,,,,,131.8,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,143,WNW,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,Weld,,On-Air,,,405804,CCARC,2013-01-07,,,,,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,143.2,WSW,,08,56,38.77999878,-104.84999847,448.725,443.725,123,El Paso,,On-Air,,KA0TTF,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,144.19,WSW,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,DM78QH,On-Air,,Carl Higbee,,CCARC,2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,144.48,WSW,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,,CCARC,2019-11-11,,,,9,,Linked into the Colorado Connection System,123,,,,,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,Full-time to the Colorado Connection System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,144.48,WSW,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,,Off-Air,,Cheyenne Mountain Repeater Group (CMRG),,,2019-12-28,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,144.48,WSW,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,DM78NR,On-Air,,CMRG,,CCARC,2017-03-09,,,,9,,,,,,http://www.cmrg.org,,,,,,,,,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,144.48,WSW,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,,On-Air,,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,,,Rocky Mountain Ham Radio Brandmeister Sites,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,N0SZ Colorado Springs Brandmeister,,,,yes,1,310857,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,144.48,WSW,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,DM78NR,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,2017-03-09,,,,,,,107.2,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,144.49,WSW,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,DM78NR,Testing,Wide area,Cheyenne Mountain Repeater Group (CMRG),,CCARC,2019-12-29,,,,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,145.25,WNW,,08,157,40.26119995,-104.70600128,147,147.6,,Weld,DN70PG,On-Air,,Weld ARS,,CCARC,2019-05-06,yes,Open ↑ / Open ↓,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",3839,,,,,,,Tuesday Night club net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,145.25,WNW,,08,158,40.26119995,-104.70600128,448.475,443.475,100,Weld,DN70PG,On-Air,,Weld Amateur Radio Society (WARS),,CCARC,2019-05-06,,,,,3839,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,145.49,WSW,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,,On-Air,,K0ST,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,145.49,WSW,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,,Off-Air,,,,CCARC,2019-11-27,,,,,7389,,210.7,,,,29228,,yes,1,310805,KFKR- c Record retrieved from radioid.net,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,145.49,WSW,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,,On-Air,,N0PWZ,,CCARC,2012-11-10,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,145.56,WNW,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,Weld,,On-Air,,AC0KC,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,145.57,WSW,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,DM78NR,On-Air,Wide area.,,,CCARC,2018-01-15,,,,"Closed autopatch, e-power.",3854,,107.2,,,http://www.cmrg.org/,,,,,,,,,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,145.57,WSW,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,347086,CCARC,2017-11-13,,,,"Closed autopatch, e-power.",3990,Switch to this repeater at mile marker 170 on I-25.,107.2,,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,,,,,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,145.62,WSW,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,DM78NR,On-Air,,Cheyenne Mountain Repeater Group,,CCARC,2018-01-15,,,,"Closed autopatch, e-power.",,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,145.62,WSW,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,DM78NR,On-Air,,,,CCARC,2018-01-15,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,145.62,WSW,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,DM78NR,On-Air,Wide area.,,,CCARC,2018-01-15,,,,"Closed autopatch, e-power.",,,107.2,,,CMRG Repeaters,,,,,,,,,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,CC,N0KOM,"Logan, KS-DMR",KS,OPEN,,D,145.67,ESE,,20,10023,39.66400146,-99.57700348,444.475,449.475,,Phillips,EM09FP,On-Air,35,,,Kansas Repeater Council,2020-03-07,,,,,,,,,,KS-DMR Network,,,yes,1,310597,KS-DMR c Record retrieved from radioid.net,,,,,Full-time to the KS-DMR (3120) System .,,,,,,,,,,,,,,,,,,,,K0USY,,,,,,,,,,,,,,,,,,,,,,,,
