Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Last update,Coordination,Features,AllStar,Downlink Tone,Commands,Web links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Links,Notes,YSF Digital Enabled,DG-ID,Mixed-Mode,D-STAR Enabled,Node,Sources,Nets,IRLP,Affiliate,P-25 Digital Enabled,NAC,Default Reflector,EchoLink,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Feed,On-air,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Devilshead Local,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Mountain Reg USA,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Location Photo,Wyoming,WyLOCAL
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,31.66,NNW,,08,15670,40.1727,-105.468,147.03,147.63,100,Boulder,On-Air,,KI0HG,2017-01-20,CCARC,,,,,,,,,,,,,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,31.93,E,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,2015-05-23,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,33.21,WNW,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,On-Air,,W0IG,2013-10-26,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,34.38,S,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,On-Air,,,2019-11-27,CCARC,,,,,Rocky Mountain Ham Radio,yes,8,310817,RMHR c Record retrieved from radioid.net,,DM79KG,Full-time to the Colorado TRBO System .,See the website for programming info.,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,34.38,S,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,2015-06-17,CCARC,,,146.2,,,,,,,,DM79KG,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,34.77,SE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,On-Air,,Parker Radio Association,2019-11-27,CCARC,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,http://www.parkerradio.org,yes,1,310844,None c Record retrieved from radioid.net,,,,Mixed Mode,,,,,,,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,35.73,E,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,Weld,On-Air,,K0EB,2018-12-01,CCARC,,,114.8,,,,,,,,DN70,,,,,,,,,,8035,K0UPS Club,,,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,37.77,SE,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,Douglas,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,2020-01-01,CCARC,,,100,,,,,,,,DM79RM,Full-time to the The 900 P25 Network System .,,,,Yes; analog capable.,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,38.36,SE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,On-Air,,Parker Radio Association,2018-03-18,CCARC,D-Star B module,,,,http://parkerradio.org,,,,,,DM79PJ,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,41.3,SSE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),2017-11-13,CCARC,Closed autopatch,,107.2,,Colorado Repeater Association,,,,,,DM79LE,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,,,,,,"CRA Net, Sunday 9AM",3990,CRA VHF Link System,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,41.3,SSE,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),2020-02-11,CCARC,E-Power,,107.2,,http://www.w0cra.org,,,,,,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,41.34,SSE,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,On-Air,,K0JSC,2017-04-21,CCARC,Simulcast and Voted with Cedarwood and Methodist.,,100,,The Fun Machine,,,,,,,Full-time to the The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,41.78,S,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,On-Air,,W0VG,2019-11-27,CCARC,,,,,http://www.rmham.org,yes,6,310846,RMHAM c Record retrieved from radioid.net,,,Full-time to the Colorado TRBO System .,,,,,,,,,,RMHAM,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,43.51,NNW,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,2017-08-05,CCARC,E-power.,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,DN70GI,"Full-time to 449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,ARES D-10: Thu at 19:00.,7268,,,,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,44.32,NE,,08,157,40.26119995,-104.70600128,147,147.6,,Weld,On-Air,,Weld ARS,2019-05-06,CCARC,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,,,,,,DN70PG,,,yes,Open ↑ / Open ↓,,,,,Tuesday Night club net,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,44.32,NE,,08,158,40.26119995,-104.70600128,448.475,443.475,100,Weld,On-Air,,Weld Amateur Radio Society (WARS),2019-05-06,CCARC,,,,,http://www.warsco.org/,,,,,,DN70PG,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,44.38,WNW,,08,15899,40.0861,-105.939,446.875,441.875,,Clear Creek,On-Air,,,2017-03-11,,,,,,http://www.rmham.org,yes,,,,,,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,44.38,WNW,,08,145,40.0861,-105.939,146.82,146.22,123,Grand,,,GCARA,2014-09-06,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,44.7,NNW,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,2019-11-27,,Brandmeister Network,,,,http://www.w0dmr.org,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,DN70FI,,,,,,,,,,,W0DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,44.72,N,,08,179,40.39849854,-105.125,147.195,147.795,100,Larimer,On-Air,,Loveland Repeater Assoc,2016-08-18,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,45.06,N,,08,181,40.39780045,-105.0739975,449.575,444.575,100,Larimer,On-Air,,Loveland Rptr Assoc,2018-02-24,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,45.25,WSW,,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,On-Air,,K2AD,2018-02-01,,,,,,http://www.rmham.org/,yes,7,310830,,,,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,45.27,WSW,,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,On-Air,Wide area.,Colorado Connection,2015-01-30,CCARC,12,,123,,Breckenridge Repeater,,,,,,,Full-time to the Colorado Connection System .,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,45.59,SSE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,2018-10-25,,,,131.8,,,,,,,,DM79MD,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,45.79,NNW,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,On-Air,,Estes Valley ARC,2017-08-05,CCARC,E-Power,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,ARES D-10: Thu at 19:00.,7268,,,,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,47.06,NW,,08,18131,40.2392,-105.847,449.425,444.425,103.5,Clear Creek,On-Air,"Grand Lake, CO",,2019-09-21,,,45202,103.5,,,,,,,,,,Linked to the Allstar Florida Hub,,,,,,,Sunday and Tuesday nights at 7 PM MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,47.42,WSW,,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,On-Air,,GRARC,2013-01-07,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,49.13,NNE,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,Larimer,On-Air,,Northern Colorado ARC,2016-03-21,CCARC,,,100,,,,,,,,DN70MK,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,49.51,SSE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,On-Air,Local.,K0NR,2016-12-10,CCARC,30,,100,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,51.22,SSW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,Park,On-Air,,Mountain ARC (MARC),2016-11-17,CCARC,"Closed autopatch, e-power.",,107.2,Autopatch: 911,,,,,,,DM79FB,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,51.24,SSW,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,On-Air,Wide area.,,2018-01-15,CCARC,E-power.,,107.2,,CMRG Repeaters,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,51.71,N,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,Larimer,On-Air,,W7RF,2018-05-13,CCARC,,,,,,,,,,,DN70LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,52.5,NNE,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,Weld,On-Air,,K0OJ,2019-10-04,CCARC,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,52.58,NNE,,08,156,40.40359879,-104.69999695,146.85,146.25,100,Weld,On-Air,,Northern Colorado ARC,2017-05-08,CCARC,"E-power, WX.",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,52.65,N,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,2013-01-01,CCARC,,,,,http://www.k1tj.com/,,,,,,DN70KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,52.65,N,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,123,Larimer,On-Air,,,2016-02-01,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,52.65,N,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,2019-11-27,CCARC,DMR-MARC World Wide Network,,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,yes,2,310803,NoCo c Record retrieved from radioid.net,,DN70KM,,Repeater ID: 310803,,,,,,,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,1,1,1,1,2,2,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,53.35,S,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),2014-05-22,CCARC,E-power.,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,53.36,S,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,,,MARC,2012-11-12,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,53.36,S,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,,,Mountain Amateur Radio Club (MARC),2012-11-10,CCARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,53.36,S,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,On-Air,,MARC,2012-11-10,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,53.36,S,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,On-Air,,Mountain ARC,2016-11-17,CCARC,E-power.,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,53.36,S,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,On-Air,,Mountain ARC (MARC),2016-11-17,CCARC,E-power.,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,MARC/PCRC: Tue at 19:30.,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,53.49,NNE,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,Weld,On-Air,,,2020-02-17,,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,53.5,NNE,,08,8210,40.4233017,-104.70899963,449.325,444.325,,Weld,On-Air,,Colorado Amateur Repeater Network (CARN),2012-11-12,CCARC,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,53.88,S,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,2019-04-01,CCARC,E-power. Allstar Node 27976,27976,103.5,,http://www.ka4eps.com,,,,,,DM78LX,,Node # 27976,,,,,,,Sunday 1900 MST Tuesday 1900 MST,,Amateur Radio Motorcycle Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,54.1,S,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,,,CMRG,2012-11-12,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,54.17,N,,08,8715,40.53879929,-105.17900085,446.75,441.75,,Larimer,Off-Air,,Rocky Mountain Ham Radio,2019-12-09,CCARC,,,,,http://www.rmham.org,yes,7,310814,RMHR c Record retrieved from radioid.net,,,Full-time to the Colorado TRBO System .,See website for complete info on color codes/time slot assignment.,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,54.17,N,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,2019-11-27,CCARC,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",http://www.w0dmr.org/,yes,2,310831,DMR-Plus c Record retrieved from radioid.net,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,,Brandmeister Network,,,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,1,,,2,2,1,1,2,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,54.2,N,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,2016-10-25,CCARC,7,,100,,,,,,,,DN70JM,,,,,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,54.2,N,,08,275,40.53969955,-105.19599915,224.52,222.92,100,Larimer,Off-Air,,Northern Colorado ARC,2018-03-21,CCARC,E-power.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,54.2,N,,08,126,40.53969955,-105.19599915,447.275,442.275,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,2020-01-23,CCARC,"Closed autopatch, e-power.",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,54.95,SSE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),2019-09-24,CCARC,,,,,PPFMA Repeaters,,,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,56.19,SSE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,2019-01-08,,e-power,,,,http://www.k0jsc.com,,,,,,,,,yes,Open ↑ / Open ↓,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,K0JSC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,,
