Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,On-air,Coverage,Grid,Links,Nets,Downlink Tone,Affiliate,Notes,Web links,Feed,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,TAC 310,TAC 311,Colorado,Colorado Chat,IRLP,EchoLink,Rocky Mountain Wide,Southern Colorado,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,Eastern Colorado,Bandwidth,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Central Regional,Devilshead Local,Mixed-Mode,Location Photo,Commands,WIRES-X,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,REACT,CO-Park County,Wyoming,WyLOCAL
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,20.15,WSW,,08,67,38.7466011,-105.1780014,1287.7,1267.7,67,Teller,Testing,WB0WDF,CCARC,2012-06-18,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,21.64,NNW,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,On-Air,N0OBA Owner,,2018-10-25,,,Wide area coverage at 8300,DM79MD,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,131.8,,,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,26.19,NNW,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,On-Air,K0JSC,CCARC,2017-04-21,Simulcast and Voted with Cedarwood and Methodist.,,,,Full-time to the The Fun Machine System .,,100,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,26.23,NNW,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,Closed autopatch,,Wide area,DM79LE,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .","CRA Net, Sunday 9AM",107.2,CRA VHF Link System,,Colorado Repeater Association,,,,,,,,,,,,,,,3990,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,26.23,NNW,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,2020-02-11,E-Power,,Wide area 55 mi radius.,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,107.2,ARESDEC,,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,28.7,NW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,On-Air,W0VG,CCARC,2019-11-27,,,,,Full-time to the Colorado TRBO System .,,,RMHAM,,http://www.rmham.org,,,,,yes,6,310846,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,30.53,WNW,,08,8214,38.97969818,-105.35700226,449.7,444.7,107.2,Park,,CMRG,CCARC,2012-11-12,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,33.67,NNW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,On-Air,,CCARC,2019-11-27,,,,DM79KG,Full-time to the Colorado TRBO System .,,,,See the website for programming info.,Rocky Mountain Ham Radio,,,,,yes,8,310817,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,33.67,NNW,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,CCARC,2015-06-17,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",DM79KG,,,146.2,Colorado ARES,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,33.71,SSE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,Off-Air,Pueblo Ham Club,CCARC,2013-05-07,E-power.,,Wide area.,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,35.03,SW,,08,33,38.53860092,-105.34899902,449,444,67,Fremont,On-Air,WB0WDF,CCARC,2012-06-14,"E-power (Solar, Wind)",,,DM78HM,Full-time to the Mega-Link System .,,67,,North of the Royal Gorge Bridge.,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,35.5,SSE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,E-power.,,Wide area.,DM78ri,,,,,,Pueblo Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,35.5,SSE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,E-power.,,Wide area.,DM78ri,,,,,Dual Mode Analog/DMR,Pueblo Amateur Radio Club,,,,,yes,0,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,35.65,SW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,Fremont,On-Air,K0JSC,CCARC,2017-03-11,Autopatch.,,Canon City area. Repeater Coverage Map,,Full-time to the The Fun Machine System .,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,100,,,http://www.k0jsc.com,Listen Live,,,,,,,,,,,,,,7301,363976,,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,36.32,SW,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,Fremont,On-Air,Royal Gorge ARC,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,36.46,SW,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,Fremont,On-Air,,CCARC,2019-11-27,IPSC Link to the Colorado network on Talk Slot 2.,,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,DM78ii,Full-time to the Colorado TRBO System .,,,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,http://www.k0jsc.com,,,,,yes,7,310815,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,36.46,SW,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,100,Fremont,On-Air,,CCARC,2013-01-27,,,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,DM78ik,Full-time to the The Fun Machine System .,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,100,,,K0JSC dot Com,Listen Live,,,,,,,,,,,,,,7301,363976,,,,,,,,,,28368,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,36.46,SW,,08,29,38.45420074,-105.29000092,53.03,51.33,88.5,Fremont,On-Air,WB0WDF,CCARC,2012-07-10,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,DM78IK,,,88.5,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,Http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,36.46,SW,,08,30,38.45420074,-105.29000092,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,E-power (Bat),,,DM78ik,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,103.5,Colorado ARES Region 5 District 1,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,36.46,SW,,08,31,38.45420074,-105.29000092,223.96,222.36,103.5,Fremont,On-Air,RGARC,CCARC,2017-10-04,"E-power (Bat), Remote Base",,Wide area. Repeater Coverage Map,DM78IK,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,36.46,SW,,08,32,38.45420074,-105.29000092,447.75,442.75,103.5,Fremont,On-Air,RGARC,CCARC,2017-03-11,E-power (Bat),,,,,,103.5,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,36.98,S,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,Pueblo,On-Air,,CCARC,2017-03-11,,,,,Full-time to the The Fun Machine System .,,100,,Off air. Will return to service,http://www.k0jsc.com,Listen Live,,,,,,,,,,,,,,7301,363976,,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,38,SSE,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,On-Air,Carl Higbee,CCARC,2014-02-26,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,39.45,NNE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,On-Air,Parker Radio Association,CCARC,2018-03-18,D-Star B module,,,DM79PJ,,,,,,http://parkerradio.org,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,40,WNW,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,Park,On-Air,,CCARC,2018-01-15,E-power.,,Wide area.,DM79FB,,,107.2,,,CMRG Repeaters,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,40.06,WNW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,Park,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,"Closed autopatch, e-power.",,,DM79FB,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,41.11,SSE,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,E-power.,,,DM78qg,,,,,,http://www.puebloradio.org/,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,41.65,SSE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,On-Air,K0ST,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,41.65,SSE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,Off-Air,,CCARC,2019-11-27,,,,,,,210.7,,,,,,,,yes,1,310805,KFKR- c Record retrieved from radioid.net,,,,,,,7389,,,,,,,,,,,29228,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,41.65,SSE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,On-Air,N0PWZ,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,42.98,N,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,On-Air,Parker Radio Association,CCARC,2019-11-27,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,,Mondays 20:30 MST,,,Mixed Mode,http://www.parkerradio.org,,,,,yes,1,310844,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,43.2,SSE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,Off-Air,,CCARC,2019-11-27,,,,DM78QF,Full-time to the Colorado TRBO System .,,,RMHAM,,Rocky Mountain Ham Radio,,,,,yes,6,310821,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,43.2,SSE,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,Pueblo,Off-Air,TARA,CCARC,2012-06-13,,,Pueblo and Fremont Counties,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,43.21,SSE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,Pueblo,On-Air,,CCARC,2017-01-06,,,,DM78QF,Full-time to the The Fun Machine System .,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,100,The Fun Machine,"Moved to Pueblo. Now called ""Pueblo Metro""",The Fun Machine,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,43.75,S,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,E-power.,,Wide area.,DM78pe,,,,,,http://www.puebloradio.org/,,,,,yes,0,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,45.63,N,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,CCARC,2017-03-11,,,"Denver metropolitan area, front range foothills",DM79NL,,,146.2,Colorado ARES,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,47.42,N,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,On-Air,Parker Radio Association,,2019-11-03,Linked to the Colorado Mega digital system,,Small coverage area in Parker,,,Monday nights 8pm mountain,,,,https://www.parkerradio.org,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,40895,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,47.42,N,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,,,,2019-11-27,,Unknown,,,,,,,,,,,,,yes,1,310374,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,47.71,NE,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,CCARC,2020-02-11,Linked to CRA 448.425 - WestCreek,,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",DM79WF,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,107.2,Colorado Repeater Association,,http://www.w0cra.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,48.39,NNW,,08,60,39.47029877,-105.19799805,447.5,442.5,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,2014-04-28,E-power.,,Wide area.,DM79JL,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,49.15,NNW,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,On-Air,Denver Radio League,CCARC,2020-03-13,E-power.,,Wide Area,,,,,,6,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,49.15,NNW,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,On-Air,Denver Radio League,CCARC,2020-03-13,,,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,3345,690473,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,50.05,N,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,On-Air,,,2018-09-07,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,50.56,NNE,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,Douglas,On-Air,,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",DM79RM,Full-time to the The 900 P25 Network System .,,100,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,51.69,N,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,,N0KEG,,2019-11-27,,Unknown,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,Parker Radio Association,,https://www.parkerradio.org,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,52.75,NW,,08,7,39.4056015,-105.47299957,146.895,146.295,100,Park,On-Air,AB0RR,CCARC,2017-07-05,25,,285,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",Wed at 19:30.,100,,,Park County Radio Club (PCRC),,,,,,,,,,,,,,,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,53.61,N,,08,5,39.6072998,-104.74099731,145.4,144.8,100,Arapahoe,On-Air,Castle Rock Repeater Group,CCARC,2019-03-09,"Autopatch, e-power.",,Greater Denver area.,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,54.1,NNW,,08,103,39.52109909,-105.30500031,1287.9,1267.9,CSQ,Jefferson,Off-Air,Colorado Repeater Association (CRA),CCARC,2017-10-07,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,54.97,N,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,Arapahoe,On-Air,N0OBA,,2018-02-01,Autopatch (please contact trustee).,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",DM79OP,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",131.8,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,55.01,NNW,,08,59,39.51480103,-105.35299683,147.12,147.72,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,2016-01-17,E-power.,,Denver metro and east.,DM79HM,,,88.5,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,56.88,NNW,,08,17457,39.59999847,-105.20999908,927.9375,902.025,,Jefferson,On-Air,,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
