Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Notes,Nets,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Web links,Links,Rocky Mountain Wide,IRLP,Commands,On-air,Feed,EchoLink,Devilshead Local,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,YSF Digital Enabled,DG-ID,Bandwidth,Eastern Colorado,Location Photo,Local Network,WIRES-X,TAC 310,TAC 311,Colorado,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,55.49,NE,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,,Jefferson,,On-Air,Golden and Denver.,N0PYY,,,,,,,2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,55.5,NE,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,,Jefferson,,On-Air,,Denver PD EEB,,,,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,55.5,NE,,08,137,39.75559998,-105.22100067,448.975,443.975,123,,Jefferson,,On-Air,Wide area.,FRG,,Linkable VHF/UHF Remote Base,42845,,,CCARC,2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,55.68,NE,,08,85,39.68220139,-105.14299774,147.33,147.93,100,,Jefferson,,On-Air,Metro Denver and the foothills.,Denver Radio Club,,E-power.,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,CCARC,2017-03-31,,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,55.68,NE,,08,267,39.68220139,-105.14299774,224.38,222.78,100,100,Jefferson,,On-Air,,Denver Radio Club,,,,,,CCARC,2017-03-11,,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,55.68,NE,,08,8215,39.68220139,-105.14299774,449.775,444.775,,,Jefferson,DM79KQ,On-Air,Metro Denver,Denver Radio Club,,Yaesu Digital Only,,"YSF digital only, no analog FM",,CCARC,2019-09-06,,,,,,,,,,,Denver Radio Club,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,57.03,NE,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,,Jefferson,,On-Air,Denver Metro Area,W0DMR,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,2019-11-27,yes,2,310811,NoCo c Record retrieved from radioid.net,,,,,,,http://www.w0dmr.org/,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,57.43,NE,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,100,Jefferson,DM79KQ,Off-Air,Local.,,N0ELY,E-power.,,,,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,57.59,NE,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,,Jefferson,DM79KR,On-Air,,Denver Radio Club,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,57.9,ESE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,Douglas,DM79MD,On-Air,Wide area coverage at 8300,N0OBA Owner,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,2018-10-25,,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,58.07,SE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,,e-power.,,,listed on http://ppfma.org,CCARC,2019-11-11,,,,,,,,,,,PPFMA Repeaters,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,58.07,SE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,,E-power.,,,see http://www.ppfma.org,CCARC,2019-03-07,,,,,,,,,,,PPFMA Repeaters,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,59,SE,,08,33,38.53860092,-105.34899902,449,444,67,67,Fremont,DM78HM,On-Air,,WB0WDF,,"E-power (Solar, Wind)",,North of the Royal Gorge Bridge.,,CCARC,2012-06-14,,,,,,,,,,,Mega Link,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,59.31,NE,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,100,Jefferson,DM79KS,On-Air,,Denver Water Amateur Radio Club,,,,,,,2020-01-23,,,,,,,,,,,http://www.dwarc.com,,,3241,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,59.31,NE,,08,17349,39.75059891,-105.1230011,448.35,443.35,,,Jefferson,,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,,,CCARC,2018-10-02,,,,,,,,,,,http://www.DWARC.com,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,59.62,N,,08,15899,40.08610153,-105.93900299,446.875,441.875,,,Clear Creek,,On-Air,,,RMHAM,,,,,,2019-11-27,yes,7,310838,RMHAM c Record retrieved from radioid.net,,,,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,59.62,N,,08,145,40.08610153,-105.93900299,146.82,146.22,123,,Grand,,,,GCARA,,E-power.,,,,CCARC,2014-09-06,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,60.14,WNW,Node Offline,08,6009,39.42470169,-107.09700012,447.15,442.15,136.5,,Garfield,DM69KK,On-Air,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,2011-08-01,,,,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,61.19,NNW,,08,166,40.05889893,-106.38800049,147.075,147.675,88.5,123,Grand,,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Colorado Connection,,,,Part of the Colorado Connection system of Repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,CCARC,2016-05-23,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,61.24,ESE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,,On-Air,Local.,K0NR,,30,,,,CCARC,2016-12-10,,,,,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,62.54,SE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,RMHAM,,,,,,2019-11-27,yes,7,310816,RMHR c Record retrieved from radioid.net,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,62.54,SE,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,,12,,,,CCARC,2020-01-01,,,,,,,,,,,Yahoo Group,Full-time to the The 900 P25 Network System .,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,62.55,SE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,DM78MS,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,CCARC,2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,62.56,SE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,DM78MS,On-Air,Wide area,RMHAM,,,,Voice ID is required for data/GPS/text on TG 705,,CCARC,2019-11-27,yes,7,310824,c Record retrieved from radioid.net,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,Rocky Mountain Ham Radio,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,64.71,NE,,08,14,39.97750092,-105.27899933,146.7,146.1,100,,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,,6,,,,CCARC,2013-03-17,,,,,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,64.79,E,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,100,Denver,,On-Air,,RADOPS El Jebel Shriners,,,,,,CCARC,2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,64.79,E,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,,Denver,,Off-Air,,WB0TPT,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,64.79,E,,08,8212,39.73759842,-104.98500061,449.65,444.65,,,Denver,,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,64.79,E,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,Denver,,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,,CCARC,2012-11-16,,,,,,,,,,,,,,7708,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,64.86,NE,,08,10,39.97800064,-105.27500153,448.9,443.9,100,,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,,6,,,,CCARC,2013-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,64.88,NE,,08,13,39.97829819,-105.27500153,146.61,146.01,100,,Boulder,,On-Air,,Boulder Amateur Radio Club,,,,,,CCARC,2019-08-23,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,64.89,E,,08,75,39.73920059,-104.98400116,145.475,144.875,100,,Jefferson,,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,,E-power.,,,,CCARC,2015-05-22,,,,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,64.89,E,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,Denver,,On-Air,,EARS,,E-power.,,,,CCARC,2017-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,64.89,E,,08,91,39.73920059,-104.98400116,448.075,443.075,123,,Denver,,On-Air,,W0IG,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,64.89,E,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,,Denver,,Off-Air,,HPRA,,E-power.,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,64.91,E,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,,Arapahoe,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,Parker Radio Association,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,2019-11-27,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,,,,,,https://www.parkerradio.org,,,,,Unknown,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,64.91,NE,,08,18534,39.97848511,-105.27445221,423,1243,ATV,,Boulder,,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,ATN,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,"ATV, Thurs, 3pm local",,2020-02-25,,,,,,,,,,,https://kh6htv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,65.02,E,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,146.2,Douglas,DM79NL,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,Colorado ARES,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,65.37,NE,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,100,Denver,DM79MS,On-Air,,W0JRL,,,29997,,,CCARC,2015-05-15,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,65.6,SE,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,,Fremont,DM78ii,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,CCARC,2019-11-27,yes,7,310815,RMHR c Record retrieved from radioid.net,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,http://www.k0jsc.com,Full-time to the Colorado TRBO System .,1,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,65.6,SE,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,100,100,Fremont,DM78ik,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,,28368,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,CCARC,2013-01-27,,,,,,,,,,,K0JSC dot Com,Full-time to the The Fun Machine System .,,7301,,,Listen Live,363976,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,65.6,SE,,08,29,38.45420074,-105.29000092,53.03,51.33,88.5,88.5,Fremont,DM78IK,On-Air,,WB0WDF,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Split site Fremont peak transmitter and 8 mile mountain reciever.,,CCARC,2012-07-10,,,,,,,,,,,Http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,65.6,SE,,08,30,38.45420074,-105.29000092,145.49,144.89,103.5,103.5,Fremont,DM78ik,On-Air,,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,E-power (Bat),,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,CCARC,2017-03-11,,,,,,,,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,65.6,SE,,08,31,38.45420074,-105.29000092,223.96,222.36,103.5,103.5,Fremont,DM78IK,On-Air,Wide area. Repeater Coverage Map,RGARC,,"E-power (Bat), Remote Base",,,,CCARC,2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,65.6,SE,,08,32,38.45420074,-105.29000092,447.75,442.75,103.5,103.5,Fremont,,On-Air,,RGARC,,E-power (Bat),,,,CCARC,2017-03-11,,,,,,,,,,,Royal Gorge Amateur Radio Club,,,3081,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,65.74,SE,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,Fremont,,On-Air,,Royal Gorge ARC,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,65.87,SE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,El Paso,DM79OA,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,,,,,CCARC,2019-09-24,,,,,,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,65.95,NNE,,08,13368,40.06330109,-105.41000366,146.91,147.51,123,127.3,Boulder,,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,"Town of Gold Hill, Colorado",,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,2017-04-09,,,,,,,,,,,http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,66.58,NE,ON - In Conference IRLP 3946,08,8208,39.83670044,-105.03700256,449.3,444.3,100,,Adams,,On-Air,,N1UPS,,,,,,CCARC,2017-04-24,,,,,,,,,,,,,,3699,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,67.05,NE,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,,Boulder,,On-Air,,Boulder County ARES,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,67.05,NE,,08,8185,40.01499939,-105.27100372,446.8,441.8,,,Boulder,,On-Air,Wide area.,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,CCARC,2019-11-27,yes,7,310800,RMHR c Record retrieved from radioid.net,,,,,,,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,67.05,NE,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,,Boulder,,On-Air,,Boulder County ARES,,E-power.,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,67.08,NE,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,,Boulder,,Off-Air,,BARC,,2,,,,CCARC,2013-01-08,,,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,67.08,NE,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,,Boulder,,On-Air,Denver metro area.,Rocky Mtn VHF Soc,,8,,,,CCARC,2017-03-11,,,,,,,,,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
