Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,AllStar,Nets,Coordination,Last update,Web links,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Notes,Coverage,Features,Links,Affiliate,On-air,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,IRLP,Grid,Commands,Mixed-Mode,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Central Regional,Northern Colorado Regional,Feed,Eastern Colorado,Local/Cluster,WIRES-X,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,0.1,ESE,yes,08,61,37.3489,-108.585,146.79,146.19,127.3,127.3,Montezuma,On-Air,KD5LWU,24336,29317,4,CCARC,2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,0.1,ESE,yes,08,62,37.3489,-108.585,449.175,444.175,127.3,,Montezuma,Off-Air,KD5LWU,24336,,,CCARC,2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,9.7,NNE,yes,08,16606,37.4739,-108.505,145.19,144.59,100,,Montezuma,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,9.7,NNE,yes,08,16623,37.4739,-108.505,447.275,442.275,100,,Montezuma,On-Air,,,,,,2017-12-07,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,16.3,ESE,yes,08,15895,37.345,-108.289,446.7375,441.7375,,,Montezuma,On-Air,RMHAM,,,,CCARC,2018-09-27,http://www.rmham.org,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,18.6,ESE,yes,08,8168,37.326,-108.248,145.325,144.725,100,,Montezuma,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,Full time to the San Juan Connection,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,24,ESE,yes,08,15896,37.36,-108.15,442.375,447.375,100,,Montezuma,On-Air,San Juan Connection,,,,,2017-11-30,,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,30.8,ESE,yes,08,8169,37.3,-108.028,145.37,144.77,100,100,La Plata,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,31.8,ESE,yes,08,113,37.4153,-108.012,146.67,146.07,100,,La Plata,On-Air,Durango ARC,,,,CCARC,2017-11-30,DARC Repeaters,,,,,,,Linked active in the summer months only.,Wide area.,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,37.8,ESE,yes,08,11545,37.2622,-107.906,147.135,147.735,100,100,La Plata,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,39.1,ESE,yes,08,11546,37.2753,-107.88,449.85,444.85,100,100,La Plata,On-Air,DARC,,,,CCARC,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,39.2,ESE,yes,08,115,37.2753,-107.879,448.625,443.625,131.8,131.8,La Plata,On-Air,KC5EVE,,,,CCARC,2018-09-26,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,44,ESE,yes,08,16782,37.3669,-107.785,445.1375,440.1375,,,La Plata,On-Air,K2AD,,,,CCARC,2018-09-27,http://www.rmham.org/,yes,7,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,44.4,ESE,yes,08,116,37.3828,-107.778,146.7,146.1,100,100,La Plata,On-Air,Durango ARC,,,,CCARC,2018-01-16,http://durangoarc.org/,,,,,,,,Local.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,45,ESE,yes,08,114,37.35,-107.767,147.345,147.945,88.5,123,La Plata,On-Air,Colorado Connection,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,2016-06-20,,,,,,,,,Durango and north towards Molas Divide.,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,47.4,SSE,yes,35,85,36.7281,-108.218,146.85,146.25,100,100,San Juan,On-Air,Totah ARC,,,,NMFCC,,,,,,,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,47.4,SSE,yes,35,87,36.7281,-108.218,449,444,100,,San Juan,,K5WY,,,,NMFCC,,,,,,,,,,,E-power.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,47.4,SSE,yes,35,81,36.7281,-108.218,53.01,52.01,131.8,,San Juan,On-Air,KB5ITS,,,,NMFCC,2017-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,47.4,SSE,yes,35,84,36.7281,-108.218,146.76,146.16,100,100,San Juan,On-Air,,,,,NMFCC,2018-01-15,http://www.sjcham.com,,,,,,,,,"Closed autopatch, e-power.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,47.4,SSE,yes,35,86,36.7281,-108.218,147,147.6,100,,San Juan,On-Air,,,,,NMFCC,2017-11-30,,,,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,47.4,SSE,yes,35,15650,36.7281,-108.219,444.15,449.15,,,San Juan,On-Air,San Juan County,,,,,2018-02-02,,,,,,,,,,DV only,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,47.4,SSE,yes,35,12412,36.7281,-108.219,442.325,447.325,,,San Juan,On-Air,,,,,NMFCC,2018-01-19,http://www.aztrbonet.com/MinimalNetwatch,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,AZ-TRBONET,,,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,48.5,SSE,yes,35,16279,36.7083,-108.226,1291.7,1271.7,,,San Juan,On-Air,San Juan County,,,,NMFCC,2018-02-02,,,,,,,,,,DV only,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,48.9,SE,yes,35,15629,36.8222,-107.993,146.88,146.28,100,,San Juan,On-Air,,,,,NMFCC,2018-01-15,http://www.sjcham.com,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,48.9,SE,yes,35,44,36.8222,-107.992,447.45,442.45,107.2,,San Juan,On-Air,KB5ITS,,,,NMFCC,2017-07-19,,,,,,,,,,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,48.9,SE,yes,35,12413,36.8222,-107.993,442.25,447.25,,,San Juan,On-Air,,,,,NMFCC,2018-01-21,http://www.aztrbonet.com/MinimalNetwatch,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,48.9,SE,yes,35,43,36.8222,-107.992,146.74,146.14,100,,San Juan,On-Air,Totah ARC,,,,NMFCC,2017-07-19,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,49,SE,yes,35,16667,36.95,-107.85,147.06,147.66,100,,San Juan,On-Air,,,,,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,49.1,E,yes,08,208,37.6992,-107.806,147.27,147.87,127.3,,San Juan,On-Air,KB5ITT,,,,CCARC,2017-04-14,,,,,,,,,Wide area.,E-power.,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,51.1,SE,yes,35,11428,36.7817,-107.99,145.115,144.515,,,San Juan,On-Air,,,,,,2018-01-29,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,51.2,SE,yes,35,16280,36.7823,-107.988,1291.1,1271.1,,,Bernalillo,On-Air,San Juan County,,,,NMFCC,2018-02-02,,,,,,,,,,DV only,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,54.9,SE,yes,08,8177,37.115,-107.633,147.15,147.75,100,,La Plata,On-Air,,,,,CCARC,2018-01-16,http://www.sjcham.com,,,,,,,,Bayfield,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,55.1,SE,yes,35,16636,36.7111,-107.985,448.65,443.65,127.3,,San Juan,On-Air,,,,,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,55.2,SE,yes,35,50,36.7111,-107.984,146.92,146.32,100,,San Juan,On-Air,San Juan County OEM,,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,55.6,NE,yes,08,254,37.991,-107.972,449.7,444.7,107.2,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),,,RACES: Wed at 19:30.,CCARC,2017-12-07,,,,,,,,Closed IRLP out - Ask for a control Op,Wide Area via links - Western Colorado - Eastern Utah,E-power.,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,58.7,NW,yes,49,49,37.8392,-109.462,223.94,222.34,,,San Juan,,Grand Mesa Rptr Assoc,,,,UVHFS,,,,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,58.7,NW,yes,49,124,37.8392,-109.462,447.1,442.1,107.2,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),,,,UVHFS,2017-04-07,http://gmra.org,,,,,,,11,Wide area.,E-power.,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,58.7,NW,yes,49,50,37.8392,-109.462,447.4,442.4,,,San Juan,,,,,,UVHFS,,,,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,Cactus-Intertie,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,58.7,NW,yes,49,60,37.8392,-109.462,146.61,146.01,88.5,,San Juan,On-Air,Sinbad Desert ARC,64264,,,UVHFS,2017-04-07,http://www.sdarc.us/repeaters/abajo.html,,,,,,,11.36,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Remote base.,,,,,,,,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,59.7,E,yes,08,16605,37.8119,-107.665,145.325,144.725,127.3,,San Juan,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,,Solar powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,59.7,E,yes,08,16624,37.8119,-107.665,444,449,67,,San Juan,On-Air,,,,,,2018-08-03,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,59.8,E,yes,08,210,37.8119,-107.664,447.525,442.525,127.3,,San Juan,On-Air,KB5ITS,,,,CCARC,2014-06-30,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,60.7,E,yes,08,209,37.7933,-107.629,147.375,147.975,156.7,,San Juan,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,Wide area.,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,65.2,SE,yes,35,11429,36.65,-107.791,1292.3,1272.3,,,San Juan,On-Air,San Juan County,,,,NMFCC,2018-02-02,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,65.4,SE,yes,35,15644,36.8,-107.62,147.36,147.96,100,,San Juan,On-Air,,,,,NMFCC,2018-01-15,http://www.sjcham.com,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,66.6,SE,yes,35,49,36.61,-107.81,147.1,147.7,100,,San Juan,On-Air,San Juan connection,,,,NMFCC,2018-01-15,http://www.sjcham.com,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,67,SE,yes,35,51,36.6067,-107.805,147.28,147.88,67,,San Juan,On-Air,,,,,NMFCC,2018-01-07,,,,,,,,,Wide area.,6,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,67.5,SSW,yes,04,163,36.4614,-109.096,145.25,144.65,100,,Apache,On-Air,San Juan Connection,,,,ARCA,2018-10-17,,,,,,,,,,"E-power, linked.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,67.5,SSW,yes,04,72,36.4614,-109.096,146.82,146.22,100,,Apache,On-Air,Totah ARC,,,,ARCA,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,68.3,NE,yes,08,16604,38.0228,-107.671,147.27,147.87,127.3,,Ouray,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,75.5,W,yes,49,100,37.2693,-109.957,449.9,444.9,123,,San Juan,On-Air,,,,,UVHFS,2018-01-15,,,,,,,,Part time link to  two repeaters,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,82.4,ESE,yes,08,188,37.193,-107.1,146.61,146.01,123,,Archuleta,On-Air,,,,,CCARC,2018-01-15,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,83.9,NE,yes,08,16607,38.03,-107.315,147.135,146.535,123,,Hinsdale,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,,E-power (solar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,84.9,N,yes,08,127,38.5767,-108.647,449.4,444.4,131.8,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",,,RACES Wed 1930 Hrs,CCARC,2016-08-19,http://www.gmra.org,,,,,,,Closed IRLP out - Ask for a control op,Wide area via links - Western Colorado - Eastern Utah,E-power.,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,87.1,NNE,yes,08,12442,38.4783,-107.876,146.91,146.31,107.2,107.2,Montrose,On-Air,,,,,CCARC,2014-12-13,,,,,,,,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,87.1,NNE,yes,08,7953,38.4783,-107.876,146.79,146.19,107.2,107.2,Montrose,On-Air,KC0UXX,,,,CCARC,2012-09-06,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,87.3,NE,yes,08,15213,38.3875,-107.674,448.65,443.65,,151.4,Montrose,On-Air,KB0YNA,,,,,2016-10-11,,,,,,,,,Wide area.,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,87.3,NE,yes,08,69,38.3875,-107.674,447.2,442.2,107.2,107.2,Montrose,On-Air,,,,RACES Net Wed at 1930 Hrs.,CCARC,2018-01-15,GMRA Repeaters,,,,,,,Closed IRLP out - Ask for a control op,Delta/Montrose,9,Full-time to the  GMRA Open System .,Grand Mesa Repeater Assoc,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,89.3,E,yes,08,14923,37.7933,-107.055,449.525,444.525,100,100,Mineral,On-Air,N0PKT,,43265,,,2017-01-06,,,,,,,,,,,Full-time to the  The Fun Machine System .,The Fun Machine,,,,,,,,,,,,,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,90.8,NNW,yes,49,13042,38.5286,-109.322,146.76,146.16,88.5,,Grand,On-Air,Sinbad Desert ARC,,,,UVHFS,2017-11-04,http://www.sdarc.us/repeaters/bald.html,,,,,,,8,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,90.9,NNW,yes,49,52,38.5286,-109.325,449.1,444.1,107.2,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),,,RACES Wed. 1930 hours,UVHFS,2017-11-04,GMRA Repeaters,,,,,,,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,92,SE,yes,35,15624,36.9336,-106.999,145.43,144.83,136.5,,Rio Arriba,On-Air,SJC EMCOMM,,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,95.7,SE,yes,35,128,36.2333,-107.562,145.49,144.89,100,,Rio Arriba,On-Air,Totah ARC,,,,NMFCC,2017-01-16,,,,,,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,97.2,E,yes,08,63,37.8492,-106.926,146.925,146.325,,,Mineral,Off-Air,Creede ARC,,,,CCARC,2012-11-12,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
